ID_REF,GSM494556,GSM494557,GSM494558,GSM494559,GSM494560
1007_s_at,11.9628,11.3878,11.1928,11.9036,11.7523
1053_at,7.05652,7.33711,7.26121,7.91211,8.27448
117_at,6.55585,6.96023,7.14488,7.13887,7.72479
121_at,8.4385,8.51636,8.43138,8.67404,8.78145
1255_g_at,3.73169,3.77978,3.99853,3.69171,3.93509
1294_at,9.21781,8.68893,9.53345,8.28728,8.35532
1316_at,5.65081,5.59373,5.39758,5.87546,5.76576
1320_at,6.26584,5.72866,5.69869,5.75049,5.70967
1405_i_at,9.24805,8.83435,10.683,8.85718,8.68914
1431_at,4.07407,4.48415,4.46467,4.58431,4.5152
1438_at,6.76007,7.28739,6.39593,6.22988,6.75017
1487_at,9.27442,9.47725,8.73488,8.23779,8.35433
1494_f_at,6.23334,6.36011,6.30953,6.27847,6.21242
1552256_a_at,8.41461,7.92419,8.9591,7.99348,8.64607
1552257_a_at,10.4274,9.18992,8.32012,9.05793,8.8308
1552258_at,5.32642,5.51683,5.56449,5.35686,5.42463
1552261_at,5.11381,5.45957,5.49824,6.94612,5.70888
1552263_at,5.50486,6.59065,5.86212,7.21689,6.95478
1552264_a_at,7.43257,7.49126,7.15929,7.41033,7.3744
1552266_at,4.14796,4.10025,4.84791,4.04687,4.22577
1552269_at,4.45394,4.4076,4.25138,5.6529,4.4781
1552271_at,6.44386,6.68314,6.52715,6.30766,6.49418
1552272_a_at,5.64209,6.58675,5.79825,5.94838,5.85032
1552274_at,6.76178,6.98236,7.46504,4.85819,5.35027
1552275_s_at,5.74245,5.24086,5.92563,5.55862,6.00991
1552276_a_at,6.53728,6.1532,6.25483,5.8008,5.92088
1552277_a_at,7.48927,7.26276,7.29193,7.89159,7.97443
1552278_a_at,5.83248,7.19222,4.89961,7.2762,6.83922
1552279_a_at,7.45152,7.72803,7.95616,7.49684,7.53201
1552280_at,4.3694,4.27772,4.89806,5.41393,4.379
1552281_at,7.09144,7.70358,7.56127,7.34184,7.2991
1552283_s_at,5.08931,7.55831,7.34795,7.83227,7.68081
1552286_at,5.33261,6.98546,5.73353,6.9809,6.30777
1552287_s_at,6.05463,8.30521,9.04218,7.15439,7.05813
1552288_at,5.08115,5.18378,6.03991,4.57879,5.61963
1552289_a_at,5.89864,5.97878,7.83774,5.81689,7.1919
1552291_at,7.12101,6.71474,5.86623,6.72858,7.62455
1552293_at,5.62819,5.89608,5.42721,5.47568,5.76205
1552295_a_at,7.7696,8.52189,7.96644,7.29939,7.14169
1552296_at,4.01068,4.10453,3.87126,4.23069,4.29546
1552299_at,5.32867,4.66366,4.58788,5.38203,4.99553
1552301_a_at,5.51702,5.49403,6.24694,5.5083,5.58484
1552302_at,5.5516,4.90843,5.76003,4.09989,4.92389
1552303_a_at,6.25471,6.2636,6.10033,6.39263,6.56152
1552304_at,3.93802,3.80849,3.98358,5.43293,5.14044
1552306_at,4.40797,4.04071,3.8513,5.05465,5.65902
1552307_a_at,6.16788,6.24555,5.97805,6.24736,7.16673
1552309_a_at,8.94907,7.5658,10.6898,7.08545,7.27084
1552310_at,7.67665,6.59912,7.74431,8.30181,8.03319
1552311_a_at,7.95199,8.2142,8.09125,7.71801,7.771
1552312_a_at,5.684,5.2339,5.01865,6.15199,6.6406
1552314_a_at,4.72786,4.5442,4.06924,5.24272,5.14837
1552315_at,6.39766,6.22039,7.55305,5.69776,6.33447
1552316_a_at,6.36132,5.69191,8.33515,6.08451,7.19384
1552318_at,6.67726,5.88429,8.28229,5.73118,6.55027
1552319_a_at,4.72289,4.49499,4.7637,4.49144,4.67206
1552320_a_at,3.90884,3.72972,3.74962,4.07638,3.71086
1552321_a_at,3.95513,3.96677,3.93713,4.25593,4.09305
1552322_at,3.80254,3.46206,3.54531,3.63369,4.01113
1552323_s_at,5.63856,4.78917,5.51471,6.1542,5.99954
1552325_at,3.62779,3.45557,3.41404,3.67118,3.75259
1552326_a_at,5.2973,5.65822,5.60558,6.28913,5.46701
1552327_at,4.43119,4.64554,5.54278,4.78343,4.31607
1552329_at,5.73095,6.96711,6.40334,7.27998,7.14752
1552330_at,7.03498,8.23329,5.89783,5.70945,6.39777
1552332_at,7.89692,8.13626,7.8222,7.42496,7.21845
1552334_at,5.92663,5.07015,5.33558,5.93835,5.66591
1552335_at,6.63854,6.19006,5.3111,6.16125,6.70021
1552337_s_at,5.25425,5.00959,5.21481,4.99103,5.19456
1552338_at,5.31406,5.28461,5.08146,5.37027,4.95206
1552340_at,5.13108,5.40305,5.02902,5.24882,5.1628
1552343_s_at,5.26675,6.94003,6.5054,5.62152,5.54205
1552344_s_at,6.05045,5.86562,5.99038,6.11549,5.79322
1552347_at,7.44615,8.19917,9.14762,7.88796,7.77623
1552348_at,7.09994,7.02541,6.57187,5.77973,6.10928
1552349_a_at,4.9837,5.44474,4.68184,5.20451,4.83479
1552354_at,5.72282,5.5384,6.05453,5.78354,5.14522
1552355_s_at,6.15491,6.27599,6.22516,5.59506,5.88939
1552359_at,3.66439,4.09209,3.41911,3.76221,3.96396
1552360_a_at,6.11506,4.98973,5.00898,6.36768,6.08642
1552362_a_at,5.9472,6.74294,6.33598,7.31741,5.72355
1552364_s_at,5.3951,5.61868,4.80321,6.10043,6.22336
1552365_at,8.74857,4.8897,4.9887,9.89561,8.70286
1552367_a_at,7.86692,4.81573,4.71104,7.66594,6.7955
1552368_at,4.05196,4.15061,4.16366,3.84297,3.97954
1552370_at,8.6355,8.80674,6.29702,8.59159,6.38349
1552372_at,3.41106,3.41034,3.13845,3.21732,3.25642
1552373_s_at,3.6116,3.46188,3.48833,3.53915,3.40507
1552375_at,5.09017,4.662,5.33025,5.12456,4.91704
1552377_s_at,7.08244,7.46432,7.38216,7.09551,6.87863
1552378_s_at,6.8708,5.02489,4.78909,6.30894,5.68186
1552379_at,3.42577,3.33311,3.48011,3.31819,3.42192
1552381_at,4.24268,4.27167,3.76842,4.02846,4.25566
1552383_at,8.299,8.28106,8.18523,7.49096,7.39167
1552384_a_at,5.31668,5.44036,5.28893,5.55323,5.11767
1552386_at,4.18618,4.07044,5.32977,4.07162,4.93614
1552388_at,7.06051,6.16287,7.46138,6.13128,6.27984
1552389_at,4.23866,4.36598,3.7654,5.112,4.56863
1552390_a_at,4.91884,5.59181,3.82442,6.01619,4.6269
1552391_at,4.5613,4.36984,4.26981,4.74647,4.65485
1552393_at,3.53822,3.43221,3.56534,3.56248,3.6165
1552394_a_at,3.74276,3.92446,3.9716,3.92335,3.89342
1552395_at,7.7389,8.20315,8.67763,7.43016,7.40124
1552396_at,4.72318,4.46931,4.80641,4.53871,4.60436
1552398_a_at,6.26025,6.096,5.30529,5.27581,4.5908
1552399_a_at,4.60003,4.70666,4.82095,4.48515,4.68166
1552400_a_at,5.88061,5.35837,5.88051,5.22917,5.63036
1552401_a_at,3.93247,3.96285,4.29772,4.00351,4.33854
1552402_at,4.3807,4.27322,3.95731,4.39919,4.2194
1552405_at,5.24095,5.52286,5.49204,5.14959,5.40032
1552408_at,3.88425,3.92258,3.5736,3.95998,3.6573
1552409_a_at,6.48283,6.72525,6.73162,6.38067,6.53415
1552410_at,5.54641,5.78461,5.62461,5.71957,5.86432
1552411_at,6.37795,6.33682,6.20672,6.70382,6.98252
1552412_a_at,4.51078,4.27634,4.57605,4.11675,4.17292
1552414_at,4.40686,4.67959,4.31848,4.31206,4.1849
1552415_a_at,4.54036,4.72326,4.79843,4.90919,4.74493
1552417_a_at,5.63978,5.38225,5.16767,4.53777,5.23958
1552418_at,5.45306,5.37192,5.43465,5.09531,5.20035
1552419_s_at,6.62633,6.87788,7.07267,6.52491,6.67828
1552421_a_at,4.09398,4.0129,4.14205,4.23201,4.51813
1552422_at,5.79268,5.73999,6.29592,5.53348,5.37645
1552423_at,6.53111,6.11208,6.38,6.04104,6.08892
1552424_at,4.19682,3.9959,4.01386,4.00913,3.78907
1552425_a_at,5.33664,5.16893,5.06861,5.2048,5.01088
1552426_a_at,9.63069,8.85839,9.60371,9.8075,9.57962
1552427_at,4.17204,3.85532,3.93515,4.46044,4.41453
1552430_at,3.55502,3.7343,3.41445,3.71999,3.56662
1552432_at,5.8008,6.09623,5.89689,6.53476,6.52258
1552436_a_at,5.43779,5.28646,5.42081,5.27425,5.55692
1552438_a_at,3.97324,3.91369,4.07596,3.8667,3.76278
1552439_s_at,4.11156,3.72562,4.34914,4.44954,5.6
1552440_at,4.66208,4.70524,4.62175,5.02441,4.9559
1552445_a_at,4.49664,4.38052,4.0989,4.28396,4.27817
1552448_a_at,4.4522,4.4089,4.13523,4.41937,4.51562
1552449_a_at,4.37391,4.50877,4.49489,4.31273,4.5432
1552450_a_at,6.42178,6.04933,5.96373,6.04137,6.03591
1552452_at,4.19437,4.43867,3.94634,4.00925,4.05332
1552453_a_at,4.25978,4.53706,4.58738,4.45556,4.36277
1552455_at,3.69356,4.01449,5.67337,4.47906,4.00335
1552456_a_at,5.28158,4.98842,5.22676,5.38889,5.53517
1552457_a_at,4.34242,4.43615,4.24452,4.11915,4.12031
1552458_at,3.96539,4.02604,3.71716,3.67205,3.64342
1552459_a_at,4.56671,4.87696,4.79726,4.7873,4.86787
1552461_at,3.66271,3.65688,4.11306,3.51169,3.42292
1552463_at,8.53019,4.10496,4.31063,3.8962,3.7936
1552466_x_at,3.31675,3.69548,3.36331,3.74673,3.6243
1552467_at,6.68995,6.79326,6.83246,7.09594,6.84443
1552468_a_at,4.94684,4.98179,5.01295,5.12005,5.18598
1552470_a_at,4.26861,4.38837,4.41921,4.03671,4.34039
1552472_a_at,5.77304,5.53713,5.33636,6.19936,7.22126
1552473_at,8.79276,8.77397,8.6405,8.92233,8.82794
1552474_a_at,7.68518,8.7119,8.15715,7.63656,7.96011
1552476_s_at,7.65547,7.70424,7.46105,5.47712,5.84665
1552477_a_at,8.91161,7.96075,5.21033,7.92378,7.73215
1552478_a_at,5.25842,4.35726,4.26818,4.01457,4.24827
1552480_s_at,3.42222,3.58172,3.36167,3.52627,3.36331
1552481_s_at,4.56971,4.24907,4.526,4.24682,4.90473
1552482_at,4.81378,5.34227,5.25692,3.88676,4.05902
1552484_at,6.69464,6.99011,6.47523,6.28053,6.31133
1552485_at,5.79486,5.59526,4.91171,5.38603,5.97696
1552486_s_at,6.89119,5.99674,5.85174,6.1824,7.01731
1552487_a_at,3.41466,3.30224,3.44899,3.46848,3.4721
1552489_s_at,3.58805,3.63985,3.40286,3.46638,3.55953
1552490_at,4.16568,4.25481,4.32223,5.15298,4.77137
1552491_at,5.62827,5.44921,5.8012,5.66163,5.86812
1552493_s_at,4.58617,4.95545,4.73279,4.66218,4.66023
1552494_at,4.95628,5.29091,4.76469,5.09824,5.04856
1552496_a_at,5.79245,7.92101,5.19552,5.96858,7.69338
1552497_a_at,7.38511,6.99713,8.39855,6.63156,6.63047
1552498_at,4.96705,4.78014,4.37618,4.2745,4.27923
1552499_a_at,4.83585,4.81798,4.61008,4.67872,4.4533
1552501_a_at,6.72125,6.65516,6.31851,6.37015,6.47415
1552502_s_at,7.03644,4.59899,3.83037,7.35087,7.14293
1552503_at,4.55168,5.09681,4.36796,5.08048,4.89633
1552504_a_at,6.57257,5.99394,5.90682,5.62619,5.70193
1552506_at,4.44295,4.6206,4.94189,4.4819,4.58914
1552507_at,5.53617,7.30363,5.55493,5.8191,5.41421
1552508_at,6.22767,8.20478,5.70357,7.83687,6.83452
1552509_a_at,5.65437,5.49267,6.37634,5.12901,4.74891
1552510_at,9.00242,9.5456,9.23673,8.67424,8.49396
1552511_a_at,7.75509,3.61487,3.55131,3.94506,5.29569
1552514_at,3.92213,4.06207,4.23716,3.88619,3.72616
1552515_at,5.02647,4.2853,4.11804,4.22968,4.24303
1552516_a_at,5.72407,6.54833,5.47776,5.02329,5.0234
1552518_s_at,4.02458,4.21552,4.1883,3.98481,4.68794
1552519_at,7.5306,6.05653,5.88579,6.09929,6.0222
1552520_at,3.97812,4.3428,4.05929,4.00326,3.93285
1552521_a_at,3.51036,3.57684,3.61152,3.51536,3.91049
1552522_at,3.33568,3.5912,3.51953,3.23614,3.40678
1552523_a_at,4.63467,4.32604,4.49257,4.85424,4.93792
1552524_at,7.15745,7.22155,7.29698,7.15394,7.18402
1552526_at,4.84751,4.74085,4.60817,4.518,4.70532
1552528_at,7.11706,7.63586,7.15773,6.76727,6.984
1552531_a_at,4.0496,4.32371,4.38986,4.44133,4.73183
1552532_a_at,4.12736,9.26327,3.86729,4.84222,5.8455
1552535_at,6.08892,6.07314,5.74996,6.02364,6.02583
1552536_at,5.00969,4.77663,5.79468,4.61299,4.49519
1552538_a_at,4.05929,4.09426,3.70477,4.27971,4.34387
1552540_s_at,5.81036,6.41795,5.40399,6.59055,6.20736
1552541_at,6.89735,7.50048,7.07635,7.00543,6.74887
1552542_s_at,4.33398,4.3282,4.57615,4.6723,4.42432
1552543_a_at,5.20369,4.99282,4.89487,4.69058,4.45823
1552544_at,5.14837,5.05865,4.72434,4.7917,4.67783
1552546_a_at,6.38024,4.90732,4.49205,6.12576,4.64234
1552548_at,4.45038,4.62716,4.37346,4.44414,4.68627
1552549_a_at,6.30293,6.72817,6.4237,6.20889,6.26692
1552552_s_at,3.8738,4.15481,3.85885,4.12101,3.94663
1552553_a_at,4.68147,5.4965,5.4116,4.94196,6.15674
1552554_a_at,4.15388,4.14963,4.11847,3.96641,4.06285
1552555_at,6.96778,7.38616,7.1183,6.94598,6.74212
1552557_a_at,4.47259,5.74661,4.21044,5.13229,4.03016
1552558_a_at,6.44115,6.91955,6.25067,6.39914,6.38511
1552559_a_at,5.42255,5.6728,5.36837,5.37758,5.21204
1552562_at,4.99885,5.04699,4.76977,6.23482,6.0676
1552563_a_at,4.66048,3.97828,5.08473,3.77478,3.63889
1552564_at,3.97344,4.36834,4.00999,4.12785,4.17631
1552566_at,5.01848,4.31768,4.44174,4.46931,4.40579
1552568_at,5.54278,5.14728,4.78249,5.15803,5.12456
1552569_a_at,5.10278,5.21776,4.78543,5.23363,5.10516
1552570_at,3.84942,3.95596,4.20873,3.91993,3.97562
1552572_a_at,3.62017,3.44734,3.34423,3.34078,3.52563
1552573_s_at,4.6591,4.29154,4.39086,4.3084,4.59899
1552575_a_at,5.8455,8.03745,6.1958,7.50924,6.88898
1552576_at,4.8893,5.0049,5.01345,4.81378,4.81787
1552578_a_at,3.74819,3.62114,3.63183,3.73019,4.07461
1552579_a_at,4.62463,4.40383,3.77536,4.68748,4.27971
1552580_at,5.4782,5.3888,4.72381,5.32744,5.60539
1552582_at,4.08313,4.1744,4.13145,4.22904,3.88199
1552583_s_at,4.52685,4.48292,4.29342,4.76055,4.08837
1552584_at,7.13772,6.43808,7.1532,7.14453,7.6432
1552585_s_at,3.6515,3.83404,4.01049,3.60776,3.60643
1552586_at,6.46729,6.26301,6.19315,6.10757,5.95376
1552587_at,3.99256,4.32033,3.74665,3.89549,3.48916
1552588_a_at,3.6975,3.8291,4.12649,3.87659,3.92037
1552590_a_at,3.98229,4.16152,4.25874,4.02176,4.00059
1552592_at,3.67537,3.54067,3.65316,3.64007,3.70069
1552594_at,6.5659,6.68045,6.80149,6.38867,6.3384
1552596_at,6.61119,7.43653,7.27756,6.66639,6.64557
1552598_at,4.89563,4.844,4.78909,4.34349,4.70616
1552599_at,4.27375,4.1341,3.84344,4.06113,4.25838
1552602_at,5.14206,5.53421,5.43059,5.28508,5.1027
1552604_at,5.60153,5.20513,4.83637,4.95981,4.86919
1552605_s_at,4.00876,4.12187,3.83795,4.15138,4.14297
1552607_at,4.94557,4.94675,5.49403,5.71003,5.05921
1552608_at,5.06222,5.43689,5.17603,5.54451,5.28067
1552609_s_at,4.41251,4.79069,4.43749,4.76085,4.60466
1552610_a_at,9.23786,8.87383,9.17522,5.96103,7.05825
1552611_a_at,6.47602,7.12215,6.572,8.47649,8.13869
1552612_at,6.25755,6.22801,6.46307,7.43429,7.44365
1552613_s_at,6.58523,6.5248,6.16212,7.16105,7.10349
1552615_at,8.48834,8.88416,8.97918,7.91785,7.87171
1552616_a_at,5.81068,5.44791,5.40555,4.82141,5.22946
1552617_a_at,9.18601,8.21864,7.29565,8.93239,8.75497
1552618_at,7.55864,8.56804,8.02584,8.71853,8.66619
1552619_a_at,4.62341,5.08473,5.21708,4.96624,6.62743
1552620_at,7.9778,8.13592,8.25017,7.3114,7.56795
1552621_at,6.34423,6.85011,7.97067,7.37146,7.01731
1552622_s_at,4.64831,5.31983,5.95709,5.26595,5.58926
1552623_at,7.23444,6.96597,6.71758,6.44568,6.95378
1552625_a_at,6.60827,6.03509,5.83067,6.21219,5.97878
1552626_a_at,8.61154,8.76316,6.91117,7.68019,7.97426
1552627_a_at,4.99838,5.0424,4.90911,4.76301,5.11719
1552628_a_at,9.38812,9.00937,9.51322,9.26525,9.22404
1552629_a_at,4.49586,4.3555,4.31942,4.78996,4.60774
1552630_a_at,6.18292,6.87394,6.22256,6.06611,6.23032
1552631_a_at,5.74831,6.12306,5.82639,6.1532,6.13052
1552632_a_at,4.64509,4.75941,4.92953,4.83891,5.04945
1552633_at,5.30448,4.86398,5.714,5.48985,6.21489
1552634_a_at,6.37969,5.6871,6.23998,5.98943,6.62069
1552637_at,4.12475,4.20127,4.21152,4.21435,4.05473
1552639_at,6.91173,7.00333,6.61442,7.01203,7.36813
1552641_s_at,6.56409,8.61817,6.75283,7.091,7.20838
1552643_at,6.39285,6.8275,6.33506,7.12015,8.29492
1552644_a_at,4.91043,5.5626,4.89017,5.82747,6.22618
1552646_at,5.82142,6.56312,6.12478,6.24444,5.82824
1552648_a_at,7.29792,6.45549,6.4227,7.43124,7.32203
1552649_a_at,5.15515,4.94988,4.96574,5.01088,5.24607
1552651_a_at,5.18216,5.39355,5.29479,5.30078,5.29912
1552652_at,7.3046,7.36323,7.41503,7.06624,7.22888
1552656_s_at,5.7295,5.37788,5.179,4.91884,4.5282
1552657_a_at,5.63587,5.71199,6.1461,5.79805,5.66024
1552658_a_at,5.12498,4.31896,5.40012,4.4888,4.8169
1552660_a_at,6.27037,5.24965,5.00042,4.6668,5.16208
1552661_at,3.29217,3.40895,3.27059,3.33735,3.37806
1552662_a_at,5.28988,5.00898,4.81845,4.92268,5.00923
1552663_a_at,7.06092,6.86342,6.82853,6.37142,6.48833
1552664_at,6.97685,7.0333,7.11573,7.61279,7.03048
1552665_at,5.2579,6.52813,5.48348,5.81966,6.73643
1552666_a_at,3.61551,3.53139,3.54531,3.69502,3.65833
1552667_a_at,6.75595,6.44297,8.09144,5.5294,5.8866
1552669_at,5.12518,4.96261,4.82498,4.64267,4.84312
1552670_a_at,5.90325,6.22648,5.87678,5.83598,5.71355
1552671_a_at,5.54734,5.66701,5.30097,5.82253,6.26791
1552672_a_at,5.72793,5.63998,5.42215,5.94063,6.40856
1552673_at,3.55144,3.53599,3.38498,3.66346,3.54255
1552674_at,3.54313,3.7257,3.72528,3.57089,3.38498
1552675_at,3.52399,3.39076,3.28788,3.58268,3.61213
1552676_at,5.85136,6.45682,5.86761,5.67258,5.69776
1552677_a_at,5.58801,5.7553,5.69221,5.34062,5.48318
1552678_a_at,6.01182,6.60125,5.66986,6.22836,6.93544
1552680_a_at,3.73197,3.76185,3.88764,3.87053,3.87709
1552682_a_at,3.96225,4.32597,4.04831,3.80635,3.98145
1552684_a_at,5.1602,5.09395,4.70524,5.50203,4.79095
1552685_a_at,5.93958,5.92604,5.35235,5.62152,5.86821
1552686_at,5.33725,6.034,5.92897,5.38643,5.27537
1552687_a_at,4.90512,4.53563,4.85726,4.26046,4.34205
1552689_at,7.61346,7.20645,6.95739,7.57236,7.61066
1552690_a_at,5.71085,6.18819,5.86181,6.01599,6.2895
1552691_at,3.80157,3.73241,3.65596,3.65658,4.35493
1552693_at,3.95865,3.8583,3.71047,3.67671,3.61621
1552694_at,4.12587,3.52523,3.45988,3.59097,3.50823
1552695_a_at,6.10246,5.40002,4.20044,4.58834,4.64905
1552696_at,5.1444,5.65575,4.56355,4.4671,4.87661
1552698_at,6.24284,6.07252,6.13915,6.144,6.4081
1552701_a_at,9.56133,10.1576,9.14579,10.1286,8.43362
1552703_s_at,8.50907,8.50796,7.96141,8.79914,8.09438
1552705_at,4.99003,4.76611,4.69066,5.28516,4.63198
1552708_a_at,4.10939,3.7418,3.70235,4.21018,3.97916
1552711_a_at,8.24352,7.83032,7.7254,7.61192,8.38208
1552712_a_at,5.46232,6.16072,5.34891,5.26578,5.0231
1552713_a_at,4.38715,4.51503,4.59455,4.17378,4.21552
1552714_at,3.85823,3.90246,3.96372,4.02235,4.0356
1552715_a_at,4.11961,4.27217,4.37153,4.00244,4.0005
1552716_at,5.29262,6.17758,5.47288,6.85719,6.03201
1552717_s_at,5.00478,5.19057,5.30901,4.83072,5.19757
1552718_at,5.42542,5.48119,5.32528,5.41689,5.59455
1552719_at,5.32215,5.40002,6.39603,5.47876,5.32838
1552721_a_at,4.2295,4.07719,5.31861,4.20488,4.90612
1552722_at,3.44012,3.43629,3.49961,3.46533,3.35531
1552724_at,5.83393,6.66499,6.15923,8.76507,6.41762
1552725_s_at,5.03626,4.96838,4.68524,5.30815,5.47745
1552726_at,5.03413,4.61347,5.16444,5.16369,4.92174
1552727_s_at,5.04405,4.48578,6.03169,5.39819,5.22459
1552729_at,5.72541,6.05354,5.6743,5.67153,5.54547
1552730_at,4.97218,4.49337,4.96585,5.00723,5.10461
1552731_at,4.08466,4.21332,3.93132,4.15079,4.15381
1552732_at,3.36997,3.46488,3.84065,3.54957,3.40768
1552733_at,6.97001,7.57703,7.51522,7.82827,6.77054
1552734_at,4.31368,3.95087,3.92523,4.32738,4.10391
1552735_at,5.38709,6.40038,6.27438,4.33996,4.18951
1552736_a_at,4.07909,3.99736,4.90073,3.90127,4.9421
1552737_s_at,5.16866,6.55171,5.43226,4.442,4.93364
1552738_a_at,4.21514,4.95916,4.34075,5.18953,5.73245
1552739_s_at,5.27528,6.51502,5.65768,6.54981,7.11372
1552740_at,4.3718,4.13859,3.50765,4.15567,4.33806
1552742_at,4.38116,3.70518,4.12793,4.38949,3.77808
1552743_at,4.34849,4.26036,4.38753,4.00402,3.8911
1552745_at,4.27817,3.96843,4.41305,4.42133,4.19004
1552747_a_at,3.46076,3.48011,3.49498,3.65306,3.63507
1552749_a_at,8.54263,8.72851,9.00667,7.80375,7.57345
1552750_at,4.06779,4.14459,4.10514,4.08791,4.24063
1552751_a_at,5.99787,5.98886,5.8586,5.91349,5.91899
1552752_a_at,3.87545,4.04144,3.87828,3.89173,3.82621
1552754_a_at,3.54094,3.7322,3.63623,3.73928,4.15388
1552755_at,5.52379,5.551,5.3836,6.58267,5.73304
1552757_s_at,4.27923,4.47343,4.20182,4.68461,4.44002
1552758_at,4.33806,4.2432,4.13802,3.76043,3.88717
1552760_at,4.05098,4.22888,4.41788,3.90856,3.85572
1552761_at,7.11282,8.00713,6.83399,7.5473,7.06946
1552763_at,3.70655,3.50487,3.51425,3.59457,3.7758
1552765_x_at,3.73117,3.71514,3.52627,3.7919,3.74974
1552766_at,3.86739,3.89989,4.71134,3.81988,3.90656
1552767_a_at,4.28653,8.88567,9.62814,8.30646,10.3962
1552768_at,6.72845,6.93727,6.73746,6.54426,6.50049
1552769_at,4.64213,4.80051,4.73166,4.43315,4.4758
1552770_s_at,4.66069,4.48445,5.5038,4.29876,4.30115
1552771_a_at,3.99825,4.1535,3.93977,4.32556,4.33166
1552772_at,5.12228,5.25338,4.98276,4.76791,4.41788
1552773_at,4.82993,4.77677,4.68916,4.85548,4.44058
1552774_a_at,4.5494,4.32838,4.62555,4.71166,4.68295
1552775_at,5.51909,5.41323,5.14376,5.46809,4.93931
1552777_a_at,4.66337,4.68559,4.2628,4.56899,4.72786
1552779_a_at,3.86859,3.91789,4.01395,4.03789,3.84141
1552782_at,3.81513,3.64638,3.55582,5.77787,3.88912
1552783_at,3.62494,3.29013,3.4813,3.26748,3.3606
1552785_at,3.86224,4.03781,4.23282,3.84701,3.95912
1552787_at,4.42951,4.30125,4.22131,4.18431,4.49136
1552788_a_at,5.73517,5.31776,5.40316,5.42208,5.64239
1552789_at,6.72669,6.26456,6.32412,7.5783,6.65395
1552790_a_at,9.37599,9.52358,9.00574,9.99385,8.9765
1552791_a_at,3.59192,3.63734,3.32373,3.59911,3.60168
1552792_at,4.09554,3.66411,3.53268,3.99199,3.97108
1552793_at,4.58983,5.61284,4.81387,4.78249,5.6026
1552794_a_at,3.72596,3.75381,4.27952,4.5152,4.25039
1552796_a_at,4.43654,4.24984,3.92761,4.3113,4.49902
1552797_s_at,11.9816,8.95017,6.52345,8.90816,9.54587
1552798_a_at,5.85671,6.48611,6.32525,5.36623,6.39175
1552799_at,5.48947,5.93913,5.74792,5.49521,5.50476
1552800_at,7.14198,7.59954,7.19237,6.70705,6.89297
1552801_at,5.01011,4.96317,5.35573,4.62833,4.74424
1552803_a_at,4.66032,4.6207,4.38571,4.66979,4.83724
1552804_a_at,5.59753,5.95366,5.29244,5.84486,5.89454
1552806_a_at,5.21855,4.71672,4.94511,4.89285,5.22449
1552807_a_at,7.13256,7.03793,8.55531,7.4086,8.10995
1552808_at,3.68348,3.57422,3.71999,3.53658,3.65238
1552809_at,3.74865,3.60421,3.80645,3.61621,3.78684
1552811_at,6.6429,6.97815,7.52951,6.62586,6.7555
1552812_a_at,5.4167,5.43236,5.17205,4.59855,4.95907
1552813_at,6.40123,6.14106,5.82501,6.24746,5.72692
1552814_a_at,5.00348,4.89528,5.17817,5.15243,5.12624
1552816_at,3.79954,3.38199,3.59379,3.65483,3.54672
1552818_a_at,4.10293,4.3497,3.89973,4.02458,3.97227
1552819_at,4.85442,4.92629,5.33206,4.79366,4.99271
1552822_at,4.44913,3.89083,3.69425,4.11615,3.80244
1552825_at,4.60093,4.16957,4.18286,4.86285,4.13772
1552826_at,3.25699,3.25774,3.28278,3.30147,3.30384
1552827_s_at,4.72745,4.93941,4.41053,4.33531,4.5496
1552828_at,5.42274,5.53537,5.21235,5.36856,5.18077
1552829_at,5.9159,8.75613,5.89474,5.00821,5.26652
1552830_at,4.07162,4.41528,4.29977,4.40328,4.4415
1552833_at,7.65022,6.03147,5.65486,5.88995,5.73651
1552834_at,10.9433,5.63177,5.79556,6.10436,6.51295
1552835_at,4.25978,4.31632,4.04729,4.60065,4.39967
1552836_at,5.93056,6.1237,6.04039,6.57998,6.29557
1552837_at,3.42401,3.23301,3.23786,3.4247,3.39318
1552839_at,4.3362,4.27754,4.49,4.18268,3.87651
1552841_s_at,3.6236,4.2335,3.65473,3.75142,3.52908
1552842_at,5.3593,5.38655,5.56243,5.09383,5.44862
1552843_at,3.64079,3.92834,3.9046,4.14373,4.38837
1552845_at,5.42334,6.0032,6.25575,6.0484,5.90899
1552846_s_at,7.1953,8.11075,7.07069,7.14596,8.25433
1552848_a_at,4.48854,4.55013,4.84486,4.60199,4.55897
1552849_at,3.67492,3.72039,4.11615,3.63369,3.67501
1552851_at,4.53843,3.65138,3.57205,4.62503,3.56409
1552852_a_at,4.37416,3.80859,4.175,4.26019,4.13637
1552853_at,4.51185,4.85185,4.86505,4.23508,4.56762
1552854_a_at,5.32598,4.88988,5.10471,4.7812,4.81927
1552856_at,4.62528,4.50908,4.26769,4.68295,4.53306
1552857_a_at,5.15007,5.07157,4.53953,4.87757,4.55269
1552858_at,3.25774,3.41138,3.25058,3.32485,3.39076
1552860_at,4.74405,4.7103,5.17635,4.39459,4.70001
1552862_at,5.12891,5.44602,5.45247,6.4793,5.81277
1552863_a_at,8.06692,8.53951,8.44352,7.58248,7.58061
1552865_a_at,6.23931,6.32111,6.65158,6.22618,6.12859
1552867_at,4.42473,3.98978,4.34156,3.81943,3.71468
1552868_at,6.79001,7.08258,6.94191,6.73669,7.08853
