ID_REF,GSM494556,GSM494557,GSM494558,GSM494559,GSM494560
1569257_at,4.47497,4.58199,4.49519,4.32465,4.37481
1569259_at,4.00078,4.04849,4.04171,3.91082,3.73819
1569262_x_at,3.31419,3.34291,3.39644,3.20265,3.30473
1569263_at,4.11704,4.02029,4.73141,4.6873,4.46875
1569264_at,4.53918,5.02716,4.93822,4.75375,4.54178
1569268_at,5.294,5.80572,5.5094,5.30124,5.38953
1569269_s_at,5.22412,5.18855,5.34535,4.88019,4.66192
1569270_at,4.70567,4.96489,5.19029,4.75469,4.41735
1569272_at,3.46346,3.69242,3.97721,3.74907,3.61051
1569274_at,5.86623,6.06845,5.74682,6.00657,5.87201
1569275_at,3.87601,3.93045,3.98681,3.95114,3.79475
1569276_at,6.30536,6.13794,6.11518,6.07618,6.09691
1569277_at,3.55953,3.38612,3.43482,3.30725,3.44045
1569283_at,4.00513,4.2194,4.20595,4.20325,4.52371
1569287_at,3.75975,3.89663,3.72326,3.72444,3.79572
1569289_at,4.12603,4.61438,4.4758,4.62431,4.64393
1569290_s_at,4.20308,4.25848,4.47333,4.02062,3.98779
1569291_at,7.88239,7.20755,7.07823,7.1176,7.21632
1569293_x_at,7.39559,7.495,6.86785,7.32277,7.41187
1569294_at,7.45608,7.52106,7.24158,7.00226,7.1957
1569296_a_at,6.22336,7.41363,6.98107,7.52654,6.86387
1569297_at,4.21463,4.7239,4.60805,4.27197,4.13584
1569300_at,5.47372,5.96024,5.87717,5.51876,5.38028
1569302_at,5.48938,5.54932,5.14699,6.58874,6.99326
1569303_s_at,5.9857,6.45855,6.41998,5.94372,6.21635
1569305_a_at,5.75403,5.82583,5.90145,5.71287,5.76808
1569306_at,3.59922,3.62146,3.50501,4.01663,3.92992
1569307_s_at,3.60757,3.76221,3.68685,3.86642,3.87206
1569310_at,4.61217,4.85979,4.90834,4.84734,5.05338
1569311_at,4.44988,5.07651,4.99572,4.1813,4.06545
1569312_at,3.96887,4.49499,4.08204,4.3695,4.2006
1569315_s_at,4.41345,5.13625,5.62323,5.13426,4.77137
1569316_at,4.55533,4.68908,4.25431,5.62413,5.21025
1569318_at,4.10524,4.49965,4.87057,4.65353,4.69606
1569320_at,4.7103,6.08155,5.78461,4.8392,5.0005
1569321_at,5.72111,5.92216,6.06845,5.77963,5.57454
1569322_at,6.55384,6.55817,5.46872,6.08715,5.9593
1569323_at,3.73341,4.03809,5.35979,3.78439,3.71896
1569325_at,5.99904,6.16763,5.86752,5.34209,5.63215
1569330_at,4.4662,4.45148,4.51047,4.74891,4.12049
1569331_at,3.6393,3.69894,3.50402,3.75663,3.54447
1569332_at,3.79739,3.84692,3.83611,3.77628,3.66315
1569334_at,3.88024,4.10257,3.99485,4.07017,4.10782
1569335_a_at,5.40893,5.86161,5.45847,5.01524,5.32348
1569337_at,5.57199,5.25137,5.82468,6.31462,5.67482
1569338_at,4.57068,4.48899,4.86434,4.15051,4.36096
1569339_s_at,5.93197,5.59192,5.53978,5.65923,5.3331
1569341_at,4.90843,5.2213,4.78259,4.8107,5.07329
1569342_at,4.20365,4.71231,4.21135,4.35153,4.79538
1569344_a_at,8.00122,10.2722,8.17198,8.20618,6.55274
1569345_at,5.87577,6.14003,6.45701,6.06441,6.3659
1569346_a_at,5.08988,4.85942,5.07261,5.29599,5.57428
1569348_at,3.62017,3.84333,3.69008,6.07628,3.96916
1569349_at,4.32261,4.36843,4.16892,5.46898,4.89121
1569351_at,5.31443,5.62509,5.17569,4.81934,5.2618
1569352_at,6.32462,5.65631,4.93026,5.47097,5.28429
1569353_at,6.69128,6.95927,5.75423,4.65921,4.84042
1569354_at,4.87401,5.2975,5.2043,5.37543,4.56266
1569355_at,4.13602,4.14866,3.75381,4.39786,4.53546
1569361_a_at,6.21846,6.77256,6.1356,6.08937,5.7473
1569362_at,6.68371,8.92066,5.70815,4.56336,4.44813
1569365_a_at,6.4227,6.01694,6.05498,5.76924,6.12913
1569366_a_at,4.7104,4.8382,4.35135,5.15425,5.71722
1569368_at,5.11181,5.33952,5.17471,5.07531,5.08115
1569369_at,4.27468,4.2885,4.29154,4.51087,4.48284
1569371_at,3.68998,4.00973,3.78569,3.86337,4.02959
1569372_at,3.99217,4.23434,4.21932,3.90692,3.95711
1569374_at,4.57497,4.54446,4.82244,4.51185,4.63292
1569375_at,3.61333,3.38684,3.46683,3.43205,3.69837
1569376_s_at,4.97609,5.32943,4.55218,4.67642,4.69228
1569377_at,3.59858,3.72722,3.92495,3.71149,3.64264
1569378_at,4.82647,5.19641,5.01221,4.80262,5.10364
1569380_a_at,5.43226,6.00571,5.90293,5.52982,5.75521
1569383_s_at,5.34159,5.48358,5.11903,5.36153,5.44783
1569385_s_at,3.92346,4.39543,4.18695,4.43266,4.56726
1569386_at,6.13444,6.31661,5.89718,5.85249,5.58782
1569387_at,4.95062,5.16814,5.55927,5.05393,4.91673
1569391_at,3.69776,3.71826,3.62574,3.8863,3.93758
1569392_at,3.93595,4.43537,4.36277,4.24287,4.07647
1569393_at,5.72479,5.89742,5.94283,5.90691,5.57908
1569396_at,7.47107,8.18247,7.84612,7.18534,7.62061
1569399_at,4.76125,4.71338,4.28871,4.58382,4.09932
1569401_at,4.45742,4.57395,4.6356,4.29554,4.3085
1569402_at,5.76216,5.72101,5.51128,5.88379,5.82394
1569403_at,3.69321,3.80141,3.75381,3.97091,3.86315
1569405_at,3.78211,3.67279,3.59494,3.58976,3.61896
1569406_at,3.4733,3.43901,3.56334,3.4698,3.37298
1569407_at,3.89369,3.7645,3.64297,3.57159,3.8437
1569408_at,3.69107,3.71236,4.0782,3.68541,3.90875
1569409_x_at,7.27874,7.41599,8.99457,6.70991,6.93681
1569410_at,4.02846,3.64442,3.77068,3.62339,3.64646
1569411_at,3.63296,3.42881,3.46865,3.49798,3.52718
1569415_at,7.22535,7.96093,7.98445,7.54824,7.47451
1569416_at,5.33857,5.38475,5.40172,5.64428,5.8912
1569417_at,5.2422,4.90256,5.59253,5.00348,4.9496
1569418_at,4.16913,4.26036,4.51572,3.85877,3.77598
1569419_at,5.22531,5.39846,5.12299,5.25386,4.86066
1569421_at,6.28526,5.82573,5.93246,5.91004,5.745
1569422_at,5.20595,4.9874,4.78322,5.27893,5.19904
1569426_at,6.15254,6.55622,5.85229,5.56369,5.97793
1569428_at,6.05653,5.60987,5.77687,5.63968,5.34062
1569430_at,4.86178,4.60881,4.69254,4.49045,4.90205
1569431_at,3.98582,4.26878,4.55477,4.56075,4.57654
1569433_at,3.44984,3.64521,3.37852,3.49636,3.58184
1569434_at,5.61666,5.72712,5.19935,5.32042,5.44931
1569436_at,4.23688,4.24513,4.2402,4.06189,4.00023
1569439_at,3.70894,3.58987,3.5989,3.97439,3.6423
1569443_s_at,4.5508,5.07631,5.74873,4.92035,4.80443
1569444_at,4.41825,4.59537,4.46475,4.22186,4.41125
1569445_at,5.49833,6.12879,4.9589,4.94357,4.98302
1569446_x_at,4.54501,5.06466,4.58891,4.52946,4.81546
1569448_at,6.13764,6.01307,5.87078,5.74409,5.58617
1569449_a_at,3.95554,4.09736,3.98498,4.07461,3.96179
1569450_at,3.67925,3.6442,4.00886,3.81284,3.84229
1569452_at,5.55493,5.92261,5.99038,5.64682,5.42081
1569453_a_at,5.78916,6.36317,7.48898,7.54417,6.57212
1569454_a_at,3.86058,3.97317,4.04225,3.95504,4.0633
1569459_a_at,3.80978,3.62485,3.82837,3.72243,3.79117
1569461_at,6.15332,5.78217,6.01121,6.01589,5.83015
1569462_x_at,5.69386,5.47512,5.4726,5.54364,5.30448
1569464_at,6.147,5.3337,5.03481,5.58731,5.45488
1569465_at,5.91098,5.98011,5.40103,5.37141,5.85106
1569466_at,4.63022,4.56605,4.35802,4.50841,4.83557
1569468_at,3.41715,3.30971,3.45137,3.42345,3.53905
1569469_a_at,3.2816,3.338,3.32833,3.4261,3.51927
1569470_a_at,6.05935,6.33187,6.47644,5.9242,6.40954
1569472_s_at,4.48909,4.36626,4.20637,3.83104,3.8362
1569473_s_at,6.39127,6.96301,6.26526,6.47159,6.21311
1569474_at,4.09089,4.09218,4.2513,4.28888,4.17252
1569476_at,3.70894,3.6236,3.90497,3.8114,3.71441
1569477_at,7.56471,5.93612,8.43193,4.41619,5.20605
1569478_s_at,7.01915,7.60789,7.91753,7.68034,7.25906
1569479_at,4.04729,3.95912,3.88199,4.22029,3.99906
1569481_s_at,5.47313,5.42149,5.56125,5.36994,5.61223
1569482_at,3.85885,3.69894,4.21892,3.60305,4.23546
1569484_s_at,5.0043,4.33988,5.1472,4.14954,4.70845
1569486_at,3.69044,4.5597,3.68469,3.76588,3.83775
1569487_at,5.35912,5.65778,5.15337,5.35506,5.53948
1569490_at,3.9277,3.71776,3.787,3.78064,3.71735
1569491_at,3.55605,3.55871,3.53417,3.41156,3.51403
1569492_at,3.99861,3.7931,3.6404,4.03229,3.70551
1569494_at,3.57684,3.32304,3.3586,3.35933,3.63889
1569495_at,3.74791,3.70287,3.56502,3.93202,3.97057
1569496_s_at,7.47508,7.18337,7.84662,6.85182,6.72228
1569499_at,4.91294,4.60702,5.3409,4.80586,4.5832
1569500_at,4.15388,4.67846,4.54027,4.78268,4.56709
1569501_at,6.31437,6.43552,6.59345,6.01735,6.16801
1569502_s_at,5.74273,6.37879,5.84474,6.30092,6.61493
1569503_at,4.15388,3.83011,4.37127,3.91387,3.87117
1569504_at,3.62017,3.60377,3.43535,3.66354,3.68516
1569508_at,4.00112,4.15558,4.15167,3.88074,3.7004
1569510_at,4.64831,4.66069,4.58261,4.67385,4.55376
1569512_at,5.16652,5.30659,6.74497,4.97958,4.6606
1569515_a_at,6.06845,6.2368,6.1729,6.03169,6.04462
1569516_at,5.25101,5.35772,5.14206,4.82568,4.74982
1569517_at,5.35604,5.46244,5.76003,5.26878,5.11895
1569518_at,4.52706,4.61025,4.72362,4.4256,4.7037
1569519_at,6.21345,5.91138,6.94232,6.43378,5.84294
1569520_at,4.83955,4.76892,4.92165,4.20488,4.63706
1569521_s_at,5.90682,6.48719,5.99594,6.15064,6.24513
1569522_at,9.59753,10.2472,10.349,9.37473,9.29208
1569523_a_at,5.23675,5.06988,4.73204,5.4039,5.30292
1569525_s_at,3.81284,3.66559,3.86214,3.96204,3.95053
1569527_at,4.02254,4.36759,4.61447,4.33558,4.11847
1569528_at,3.43048,3.44181,3.42955,3.44196,3.50823
1569532_a_at,6.53624,6.93757,6.67298,6.5054,6.427
1569536_at,6.29827,6.76091,6.53199,6.59696,6.65338
1569537_at,4.49636,4.4616,4.61559,4.20182,4.36029
1569538_at,4.32507,4.34223,4.09793,4.31532,4.24682
1569539_at,3.65128,3.62863,3.59523,3.46032,3.35752
1569540_at,4.37761,5.01981,5.60637,3.86569,3.7919
1569542_at,4.31137,4.20251,4.60429,3.93368,4.0028
1569543_at,3.49652,3.39099,3.62831,3.41698,3.53075
1569544_at,3.52301,3.41715,3.84213,3.45855,3.81644
1569545_at,3.24427,3.494,3.49116,3.27751,3.62617
1569551_at,3.77385,3.80662,4.08224,3.787,3.581
1569552_at,3.92299,3.71468,3.65306,3.52328,3.51755
1569554_at,3.79395,3.61768,3.70467,3.85953,3.74415
1569555_at,4.88872,4.6552,4.68357,4.75683,4.73023
1569557_at,5.223,5.42446,5.97411,5.22308,5.37398
1569558_at,4.32718,4.3711,4.27411,4.30484,4.16206
1569560_at,3.49288,3.59494,3.58859,3.54423,3.81885
1569561_at,4.72232,4.78014,4.80594,5.02211,4.82462
1569564_at,4.85239,4.73545,4.61079,5.12309,4.60872
1569566_at,3.7056,4.1979,4.5513,4.095,4.14138
1569568_at,3.77628,3.31601,3.51452,3.26616,3.60283
1569569_x_at,3.89449,3.96429,3.86775,3.76458,4.09324
1569570_at,3.94579,3.77459,3.55883,3.61333,3.66271
1569571_at,3.7849,4.26435,3.95313,3.93903,3.73885
1569573_at,4.14452,3.8684,3.98111,3.96905,4.01068
1569577_x_at,4.40521,4.99505,4.02088,4.90834,5.09093
1569578_at,5.53811,5.43615,6.87585,5.1767,5.16462
1569579_at,6.71056,6.62336,6.25551,5.91829,5.85185
1569580_a_at,4.56176,4.19673,4.64096,4.55655,4.43576
1569582_at,6.09499,3.78335,3.59326,4.69366,4.19737
1569583_at,5.28308,5.53064,5.20544,5.7012,5.76072
1569585_at,3.97091,4.08305,4.11998,3.74763,3.96102
1569587_at,3.39099,3.56962,3.20962,3.2764,3.36833
1569588_x_at,4.2639,4.40301,4.47623,4.31282,4.4462
1569590_at,4.68327,4.75538,4.58171,4.66139,4.40375
1569591_at,3.19941,3.28046,3.31965,3.28475,3.35509
1569592_a_at,3.35805,3.37741,3.31255,3.34371,3.19769
1569594_a_at,9.37889,8.92664,9.72881,6.27928,6.01627
1569596_at,3.51549,3.47746,3.56106,3.54302,3.47839
1569597_at,5.46254,5.34661,6.08789,5.26758,5.24455
1569599_at,3.53075,3.46501,3.31601,3.53228,3.64631
1569600_at,3.41715,3.44678,3.57318,3.4,3.38364
1569601_at,5.41198,4.95971,6.28197,4.5613,5.09789
1569602_at,5.38123,5.69549,5.43079,5.14015,5.14744
1569603_at,4.78101,4.48217,4.80311,4.49432,4.21188
1569604_at,7.99975,7.73148,7.54284,7.33092,7.56302
1569607_s_at,6.64358,6.92358,7.29639,8.14823,7.47938
1569608_x_at,5.49563,5.37543,5.92076,5.96925,5.62002
1569609_at,3.36751,3.77782,3.71056,3.55157,3.58942
1569610_at,3.40895,3.83431,3.31175,3.42735,3.3639
1569611_a_at,3.62393,3.56176,3.44451,3.60865,3.55595
1569614_s_at,5.05596,4.63284,4.54994,4.88158,5.09569
1569615_at,6.04872,6.25229,6.59249,5.56029,5.21416
1569616_at,4.80959,4.7028,5.08553,4.79795,4.49153
1569617_at,3.96109,3.8382,3.76203,3.98129,3.88163
1569620_s_at,3.96089,4.06029,4.04243,4.26954,4.10836
1569624_at,4.05884,4.2396,4.23229,4.015,3.95265
1569629_x_at,5.05277,5.14263,5.06599,5.50521,5.76313
1569630_a_at,3.60325,3.6114,4.31052,3.69828,3.48893
1569631_at,5.72826,5.88718,5.24676,6.93106,6.39333
1569634_at,6.22743,6.4818,6.15791,6.55879,6.11926
1569637_at,3.6815,3.61518,3.91789,3.78397,4.63755
1569638_at,4.0283,3.86458,3.77209,3.82795,3.84387
1569640_s_at,6.41565,6.29403,6.11624,6.32561,6.22964
1569641_at,3.60976,4.03798,4.10043,3.65361,3.68839
1569642_at,7.51737,7.00781,6.71265,6.94672,7.11482
1569644_at,5.06137,5.21252,5.00821,5.42752,5.1698
1569646_a_at,4.02271,3.95711,3.79395,3.80164,3.69128
1569647_at,4.43491,4.54248,4.22483,4.62053,4.52306
1569648_at,5.88489,5.50266,5.81442,6.90024,6.0329
1569652_at,8.26908,5.99768,6.3085,6.31901,6.03379
1569656_at,3.74492,3.7642,3.6534,3.67826,3.52729
1569659_at,4.3983,4.34727,4.359,4.41075,4.46719
1569660_at,4.12978,4.29858,4.22735,4.42223,4.43295
1569661_at,3.42715,3.43385,3.58089,3.47856,3.60128
1569663_at,3.20843,3.57643,3.48808,3.46683,3.34556
1569664_at,3.65282,3.9666,3.70059,3.57643,3.67967
1569665_at,3.91182,3.94146,3.92628,4.15689,4.07544
1569666_s_at,5.24311,5.397,6.9273,5.26026,5.72931
1569668_at,4.45833,4.72729,4.63495,4.42613,4.39803
1569669_at,3.60561,3.61873,3.72545,3.46003,3.55157
1569670_at,4.74424,4.63845,4.52254,4.6723,4.38949
1569672_at,4.21932,4.34349,3.7936,3.9447,3.87423
1569673_at,3.82735,3.82279,3.8717,3.89655,3.77355
1569674_at,3.62564,3.68643,3.748,3.82165,3.43868
1569675_at,3.74529,3.99678,4.13802,3.64088,3.54711
1569676_at,4.76488,4.37062,4.15278,4.66166,4.5464
1569677_a_at,3.61621,3.49666,3.69873,3.6957,3.86019
1569679_at,7.33655,7.92677,7.85014,7.57529,7.55321
1569680_at,4.93762,4.41427,4.13802,4.57291,4.51267
1569681_at,4.21063,4.40177,4.36317,4.70549,4.4978
1569683_at,5.36183,5.2261,4.89942,4.99364,4.91512
1569685_at,4.33434,4.61235,5.14895,4.25286,4.04557
1569688_at,8.00779,5.363,4.79691,4.23751,4.57146
1569689_s_at,4.3694,3.77664,3.86384,3.98516,4.05542
1569690_at,4.95421,4.76283,4.83174,4.6723,4.91394
1569693_at,3.81885,3.82053,3.69854,3.68405,3.83073
1569696_at,6.04915,6.06845,6.00657,6.11681,6.23955
1569698_s_at,3.74268,3.79233,3.99502,3.79292,3.9055
1569699_at,4.53423,4.2117,4.24452,4.94314,5.10119
1569700_s_at,6.67472,6.1777,5.84601,6.01111,6.27174
1569701_at,4.29388,3.69894,4.14936,4.70214,4.16756
1569703_a_at,4.13584,4.11048,4.20938,4.43984,4.04533
1569706_at,3.67612,3.65099,3.77441,3.4861,3.69212
1569709_at,4.18026,3.90335,3.7909,4.228,4.55523
1569712_at,3.49527,3.65544,3.46177,3.53322,3.5671
1569713_at,4.84928,5.35115,4.41937,6.39525,5.54625
1569714_at,5.5869,5.33189,4.63142,5.26815,6.11914
1569716_at,3.86507,3.73412,3.98394,3.81249,3.69601
1569719_at,3.51169,3.43031,3.39099,3.51403,3.57422
1569721_at,4.42068,3.79241,3.87721,3.73519,3.91004
1569722_s_at,4.51927,4.29764,4.78797,4.20813,4.04243
1569723_a_at,5.84073,5.72479,5.48318,5.04875,5.35451
1569724_at,5.31271,5.65237,5.41636,5.22487,5.25842
1569727_at,4.79408,4.7127,5.00163,4.46492,4.3275
1569728_at,4.90502,4.9404,4.61894,4.58798,4.69849
1569729_a_at,3.68916,3.29967,3.2643,4.15948,4.0083
1569730_at,5.32857,5.63249,5.58476,5.34006,5.16931
1569731_at,4.04557,3.98507,4.07084,4.02854,3.85384
1569732_at,5.73,5.92563,5.59625,5.55674,5.64815
1569736_at,4.24818,4.62043,4.48646,4.73343,4.63609
1569737_a_at,5.63096,5.63744,5.84294,5.57226,5.48193
1569738_at,4.63551,4.84331,4.7645,5.06274,4.81845
1569739_at,4.37163,4.35963,4.7434,4.39191,4.46352
1569740_at,3.78901,4.41808,3.90774,4.06798,3.96641
1569741_at,4.28662,4.25821,4.35574,4.4447,4.19923
1569743_at,4.14749,4.20347,4.22256,4.198,4.35237
1569745_at,6.46606,6.41898,6.81136,6.35986,6.38
1569746_s_at,4.18189,4.24759,4.23583,4.54436,4.0717
1569748_at,4.30441,4.57165,4.19094,4.57898,4.59349
1569750_at,4.59319,4.35687,4.49153,4.60556,4.844
1569751_at,4.37866,4.3497,4.4636,4.26636,4.34727
1569753_at,3.81911,3.69894,3.92203,3.62697,3.63889
1569755_at,3.48943,3.60203,3.62831,3.55468,3.56949
1569756_at,3.41404,3.65699,3.6573,3.77172,3.60806
1569758_at,3.77345,4.21552,4.16623,3.9336,4.1047
1569759_at,4.25575,4.38922,4.48134,4.35145,4.25031
1569760_at,3.64697,3.55742,3.76942,3.51755,3.66297
1569761_x_at,3.81924,3.80367,3.8863,3.883,3.75698
1569763_at,5.45679,5.58763,5.91219,5.5275,5.51104
1569764_at,4.3694,4.00402,4.1146,4.3799,4.20854
1569765_at,7.4638,7.63143,7.66974,7.39351,7.45695
1569767_at,5.11512,5.27619,5.303,5.28882,5.22167
1569768_at,3.65025,3.87884,3.67492,3.60798,3.66253
1569770_x_at,3.72722,3.76997,3.80304,3.72801,3.84962
1569772_x_at,3.39318,3.39205,3.5719,3.28925,3.43535
1569773_at,3.67303,3.91387,3.66002,3.98933,3.83915
1569775_at,6.28101,6.10403,6.17967,6.27026,6.19967
1569776_at,5.259,5.47966,5.18388,5.02292,5.19039
1569777_a_at,3.65936,3.71853,3.88592,4.16694,4.07219
1569779_at,3.38154,3.49583,3.70801,3.64319,3.4838
1569780_at,3.50811,3.67332,4.02775,3.58928,3.98862
1569781_at,3.88097,4.12603,4.01646,3.91338,4.08557
1569782_at,4.74095,4.73658,4.50427,4.19719,4.10976
1569783_at,3.48069,3.59161,3.41221,3.5974,3.49088
1569784_at,3.6008,3.67632,3.58061,3.6041,3.6527
1569785_at,4.29476,4.58798,5.27017,4.33547,4.41453
1569786_at,4.09257,3.79369,4.01368,3.84333,3.82837
1569787_at,4.3348,4.10829,4.12817,4.02792,3.98871
1569788_at,3.74837,3.85312,4.19818,3.86337,3.79482
1569789_at,4.29497,4.20921,4.43934,4.27809,4.45621
1569790_at,3.55929,3.62977,3.75381,3.5989,3.53101
1569791_at,4.52289,4.81565,4.58402,5.28429,4.91938
1569792_a_at,5.22066,5.27242,4.71996,5.56098,5.14404
1569793_at,6.28397,6.15101,5.94498,5.77237,5.72154
1569794_at,3.66974,3.78951,3.72962,3.61529,3.52919
1569796_s_at,5.07832,5.31696,4.70136,5.07783,5.13899
1569802_at,4.10636,4.55357,4.1825,3.98065,4.23814
1569805_at,5.12685,5.19361,4.95236,5.07742,4.79745
1569806_at,5.01105,4.9783,5.18338,4.95617,5.24546
1569807_at,6.33564,6.00309,6.20818,6.27807,6.24921
1569808_at,4.04518,3.6151,3.61836,3.80067,3.87337
1569809_at,3.72231,3.60005,3.77664,3.52464,3.71363
1569810_at,3.32079,3.22122,3.2119,3.30224,3.4691
1569811_at,3.71598,3.82554,3.73571,3.80635,3.75286
1569812_at,3.89663,3.76053,3.71485,3.50777,3.9785
1569813_at,4.9435,4.42613,4.68923,3.84453,3.9533
1569815_x_at,5.25572,4.79843,5.09852,4.17059,4.1724
1569816_at,4.79853,4.71312,4.8878,4.82084,5.06034
1569817_at,4.37099,4.23985,3.95813,4.13171,4.2228
1569818_at,3.45589,3.49174,3.49839,3.30549,3.27925
1569819_at,3.46303,3.55181,3.57777,3.69375,3.42027
1569823_at,3.42664,3.41201,3.43848,3.52435,3.41445
1569824_at,4.4474,4.0989,3.94318,4.11434,4.23621
1569826_at,4.25724,4.62528,4.68219,4.13155,4.09604
1569827_at,4.76506,4.50783,4.10636,5.70098,5.91847
1569828_at,4.68627,4.20974,4.03535,4.50543,4.62659
1569830_at,3.86911,3.95483,4.22636,3.92495,4.05527
1569831_at,3.70306,3.68097,3.57807,3.58172,3.67163
1569832_at,3.94964,4.13533,4.09829,4.35465,4.18259
1569833_at,5.56419,5.65458,5.32032,5.30193,5.13426
1569834_at,7.87343,8.09404,8.02867,7.2657,7.16955
1569835_at,3.66271,3.84221,3.53871,3.71979,3.87721
1569838_at,5.44474,5.47966,5.23091,5.34404,5.36605
1569839_s_at,4.36158,4.44404,4.21072,4.34628,4.11194
1569840_at,4.01547,4.13701,4.21035,4.19645,3.91227
1569841_x_at,4.20079,4.41026,4.29261,4.00476,3.96887
1569842_at,4.46237,4.20981,4.45994,4.60298,4.35207
1569843_at,3.83499,4.16709,3.99456,3.92335,4.04273
1569846_at,4.53423,4.39876,4.26296,4.67464,4.21974
1569847_at,5.70234,6.30643,5.47948,6.93639,6.66676
1569849_at,5.51054,5.61878,5.4511,5.03396,5.2811
1569850_at,3.86928,3.60643,3.76458,3.76106,3.5533
1569852_at,5.05847,5.28228,4.96603,4.78214,4.98313
1569853_at,4.09545,3.73421,4.26835,3.82279,4.14238
1569854_at,3.91703,3.87081,4.12978,3.77835,3.9072
1569855_at,4.4462,4.66117,4.52685,4.27241,4.35126
1569856_at,3.94155,3.98065,4.07845,4.29447,4.30977
1569857_s_at,4.83617,4.76275,4.6303,4.78401,4.89487
1569858_at,3.94131,3.82023,3.67978,3.70768,3.79632
1569859_at,4.18146,4.41835,4.49284,4.30191,4.73897
1569861_at,3.50109,3.31783,3.62887,3.62168,3.50301
1569864_at,3.66843,3.29063,3.28751,3.84836,3.90144
1569867_at,5.67862,6.37028,6.34106,5.57359,5.6871
1569868_s_at,6.39365,7.29273,7.72078,6.90157,7.30601
1569871_at,7.40108,7.405,7.79801,7.48688,7.5194
1569872_a_at,6.14822,6.37879,7.61543,5.84274,6.06483
1569873_at,3.17218,3.37595,3.28226,3.42008,3.37298
1569874_s_at,3.78531,3.96045,3.79074,3.87248,3.70375
1569876_at,4.36002,3.98028,4.22358,4.48803,4.3807
1569878_at,4.58411,4.56926,4.15029,5.86955,4.09882
1569879_a_at,7.12058,6.79929,6.88843,6.53528,6.94727
1569881_at,3.76251,3.62072,3.35338,3.53915,3.54578
1569882_at,3.97803,4.08066,3.99113,4.01909,4.28948
1569885_at,4.01917,4.49337,4.12422,3.97379,4.17926
1569886_a_at,3.50729,10.3236,4.40921,5.84575,8.14774
1569887_a_at,4.75578,4.76669,4.873,4.67919,4.7493
1569891_at,5.0448,5.03458,5.11827,4.69633,5.06536
1569892_at,3.74313,3.69117,3.85953,3.72125,3.73876
1569894_at,4.42649,4.70429,4.37963,5.05259,4.77137
1569895_at,8.0874,8.01014,8.03592,7.40944,7.64092
1569898_a_at,5.72101,5.73095,5.78272,6.56751,6.29207
1569900_at,4.58983,5.10439,4.88731,4.83469,4.59656
1569904_x_at,3.95468,3.72919,3.779,4.08259,4.48909
1569905_at,6.27786,6.56737,6.51834,6.07702,5.99525
1569906_s_at,6.59031,6.54141,6.51052,6.69844,6.94862
1569909_at,5.60379,5.67439,5.94136,5.22204,5.29041
1569910_at,3.96604,4.2971,4.44362,4.20921,3.9944
1569911_at,4.99714,4.97813,5.06971,4.83752,4.59494
1569912_at,5.41757,5.21586,5.31733,5.24907,5.19892
1569915_at,5.80166,5.79666,5.6327,5.94796,5.86361
1569916_at,3.55069,3.56075,3.43535,3.61952,3.5848
1569917_at,4.08252,3.8583,3.98681,3.97511,4.26311
1569921_at,3.81104,4.01519,3.65679,3.7286,3.64571
1569923_s_at,3.90594,3.70487,3.71862,5.59289,3.6589
1569925_at,5.19767,5.28525,5.03247,4.91434,4.95015
1569926_s_at,4.66088,4.83873,4.56336,5.00003,4.86669
1569927_at,3.62017,3.73056,3.80937,3.57897,3.77843
1569929_at,3.63316,3.48584,3.42561,3.82707,3.44648
1569930_at,4.93725,5.02855,5.02358,5.27124,5.11984
1569931_at,4.3602,4.48854,4.53478,4.06498,3.91445
1569932_at,5.61973,5.53338,5.91788,5.60987,5.43273
1569933_at,6.54181,6.91264,6.95334,6.29658,6.07638
1569934_at,3.40715,3.33986,3.54661,3.38089,3.32869
1569935_at,6.45065,6.50239,6.37519,6.70814,6.45657
1569936_a_at,3.81895,4.22375,3.87758,4.6413,4.61337
1569937_at,3.82461,4.16976,4.17023,4.00145,4.12888
1569938_at,3.7745,3.8954,4.20648,3.92688,4.17359
1569940_at,5.09117,5.1032,7.10997,5.44643,5.39277
1569941_at,3.29113,3.4431,3.42751,3.42208,3.31718
1569942_at,3.63568,3.74492,3.59097,3.57753,3.57248
1569944_at,4.21247,4.54454,4.42522,4.63601,4.53748
1569947_at,4.03276,4.04979,4.09125,3.87179,4.17077
1569948_at,3.51487,3.5022,3.96387,3.63623,3.49541
1569949_at,7.62295,7.99655,7.46334,6.86498,7.07667
1569952_x_at,5.25773,5.18802,5.26959,4.54922,4.5604
1569953_at,5.29779,4.61226,4.93099,4.98842,5.32243
1569954_at,3.70087,3.72376,3.57433,3.87642,3.82362
1569955_at,3.43422,3.50473,3.58466,3.58747,3.58998
1569956_at,4.18346,3.63411,5.02138,4.15157,3.80696
1569958_at,3.47789,3.55408,3.51755,3.49174,3.52016
1569959_at,5.60939,5.87046,5.72037,5.52313,5.64529
1569960_at,3.72008,3.69612,3.74371,3.73,3.95536
1569961_at,5.74195,5.93254,5.48529,5.96749,5.50307
1569962_at,4.70271,4.70047,4.88168,5.08859,5.06898
1569963_at,6.749,7.07194,6.65478,6.8511,6.88596
1569969_a_at,3.34981,3.45398,3.55638,3.56075,3.47966
1569971_at,3.76785,3.86202,3.92899,3.78344,3.90144
1569973_at,6.85483,6.80467,7.4571,7.59087,7.14439
1569974_x_at,5.98886,5.78077,6.31786,6.20177,6.45701
